[0.0, -0.075]
[1.573786054826618, 0.5373438520576697]
[1.5737102295810146, 0.538491199956607]
[1.5736321100902506, 0.5396383939307149]
[1.5735516966667233, 0.5407854293924088]
[1.5734689896320024, 0.5419323017547374]
[1.5733839893168307, 0.5430790064314032]
[1.5732966960611203, 0.5442255388367779]
[1.5732071102139547, 0.5453718943859224]
[1.5731152321335835, 0.5465180684946048]
[1.5730210621874239, 0.5476640565793189]
[1.5729246007520579, 0.5488098540573026]
[1.572825848213231, 0.5499554563465557]
[1.5727248049658507, 0.5511008588658587]
[1.572621471413985, 0.5522460570347909]
[1.5725158479708614, 0.5533910462737487]
[1.5724079350588633, 0.5545358220039643]
[1.5722977331095307, 0.555680379647523]
[1.5721852425635567, 0.5568247146273839]
[1.572070463870787, 0.5579688223673949]
[1.571953397490217, 0.5591126982923128]
[1.5718340438899905, 0.5602563378278219]
[1.571712403547398, 0.5613997364005517]
[1.5715884769488746, 0.5625428894380954]
[1.571462264589998, 0.5636857923690276]
[1.571333766975487, 0.5648284406229236]
[1.5712029846191982, 0.5659708296303769]
[1.571069918044125, 0.5671129548230178]
[1.5709345677823958, 0.5682548116335311]
[1.570796934375271, 0.5693963954956761]
[1.5706570183731419, 0.5705377018443023]
[1.5705148203355261, 0.5716787261153699]
[1.570370340831069, 0.5728194637459662]
[1.5702235804375382, 0.5739599101743253]
[1.5700745397418232, 0.575100060839846]
[1.5699232193399313, 0.5762399111831096]
[1.5697696198369877, 0.5773794566458983]
[1.569613741847231, 0.5785186926712135]
[1.56945558599401, 0.5796576147032941]
[1.5692951529097854, 0.5807962181876348]
[1.5691324432361224, 0.5819344985710034]
[1.5689674576236907, 0.5830724513014617]
[1.5688001967322611, 0.5842100718283796]
[1.5686306612307042, 0.5853473556024563]
[1.5684588517969853, 0.586484298075738]
[1.568284769118164, 0.5876208947016353]
[1.5681084138903902, 0.5887571409349419]
[1.5679297868189015, 0.5898930322318529]
[1.5677488886180213, 0.5910285640499826]
[1.5675657200111537, 0.5921637318483829]
[1.5673802817307836, 0.5932985310875613]
[1.5671925745184712, 0.5944329572294995]
[1.5670025991248508, 0.5955670057376701]
[1.566810356309626, 0.596700672077058]
[1.5666158468415692, 0.5978339517141745]
[1.5664190714985158, 0.5989668401170779]
[1.5662200310673629, 0.600099332755391]
[1.566018726344066, 0.6012314251003186]
[1.5658151581336341, 0.6023631126246686]
[1.5656093272501292, 0.603494390802864]
[1.5654012345166615, 0.604625255110969]
[1.565190880765385, 0.6057557010266984]
[1.5649782668374965, 0.6068857240294446]
[1.5647633935832315, 0.6080153196002867]
[1.5645462618618589, 0.6091444832220182]
[1.564326872541681, 0.6102732103791545]
[1.5641052265000266, 0.6114014965579615]
[1.5638813246232506, 0.6125293372464639]
[1.5636551678067268, 0.6136567279344722]
[1.5634267569548488, 0.6147836641135923]
[1.5631960929810216, 0.6159101412772516]
[1.5629631768076628, 0.6170361549207096]
[1.5627280093661944, 0.6181617005410827]
[1.5624905915970422, 0.6192867736373552]
[1.5622509244496305, 0.6204113697104052]
[1.5620090088823797, 0.6215354842630136]
[1.5617648458627, 0.6226591127998926]
[1.561518436366991, 0.6237822508276922]
[1.5612697813806335, 0.6249048938550288]
[1.56101888189799, 0.626027037392494]
[1.5607657389223977, 0.6271486769526804]
[1.5605103534661662, 0.6282698080501938]
[1.5602527265505712, 0.6293904262016745]
[1.5599928592058532, 0.6305105269258131]
[1.5597307524712118, 0.6316301057433701]
[1.5594664073948021, 0.6327491581771924]
[1.5591998250337293, 0.633867679752233]
[1.5589310064540465, 0.6349856659955669]
[1.5586599527307483, 0.63610311243641]
[1.5583866649477687, 0.637220014606137]
[1.5581111441979747, 0.6383363680382989]
[1.557833391583163, 0.6394521682686412]
[1.557553408214056, 0.6405674108351218]
[1.5572711952102969, 0.6416820912779285]
[1.5569867537004438, 0.642796205139497]
[1.5567000848219674, 0.6439097479645288]
[1.556411189721246, 0.6450227153000091]
[1.55612006955356, 0.6461351026952233]
[1.5558267254830875, 0.6472469057017787]
[1.5555311586829002, 0.6483581198736167]
[1.5552333703349581, 0.6494687407670348]
[1.554933361630106, 0.6505787639407026]
[1.5546311337680667, 0.6516881849556801]
[1.5543266879574382, 0.6527969993754354]
[1.5540200254156873, 0.6539052027658623]
[1.5537111473691456, 0.6550127906952978]
[1.553400055053005, 0.6561197587345406]
[1.553086749711311, 0.6572261024568677]
[1.5527712325969605, 0.6583318174380529]
[1.5524535049716937, 0.6594368992563854]
[1.5521335681060915, 0.6605413434926849]
[1.5518114232795686, 0.6616451457303214]
[1.5514870717803702, 0.662748301555232]
[1.5511605149055656, 0.6638508065559393]
[1.550831753961043, 0.6649526563235679]
[1.5505007902615047, 0.666053846451863]
[1.550167625130462, 0.6671543725372077]
[1.549832259900229, 0.6682542301786403]
[1.5494946959119194, 0.6693534149778724]
[1.5491549345154374, 0.6704519225393062]
[1.5488129770694767, 0.6715497484700519]
[1.5484688249415113, 0.6726468883799466]
[1.5481224795077928, 0.6737433378815694]
[1.5477739421533432, 0.674839092590261]
[1.5474232142719497, 0.6759341481241404]
[1.54707029726616, 0.6770285001041227]
[1.5467151925472753, 0.6781221441539362]
[1.5463579015353461, 0.6792150759001405]
[1.5459984256591652, 0.6803072909721435]
[1.5456367663562625, 0.6813987850022192]
[1.5452729250729003, 0.6824895536255248]
[1.5449069032640654, 0.6835795924801185]
[1.5445387023934654, 0.6846688972069763]
[1.544168323933521, 0.6857574634500115]
[1.543795769365362, 0.6868452868560891]
[1.5434210401788186, 0.687932363075045]
[1.54304413787242, 0.6890186877597033]
[1.5426650639533828, 0.6901042565658932]
[1.5422838199376097, 0.6911890651524668]
[1.5419004073496803, 0.6922731091813162]
[1.5415148277228476, 0.6933563843173912]
[1.541127082599029, 0.6944388862287159]
[1.540737173528803, 0.6955206105864069]
[1.5403451020714003, 0.6966015530646895]
[1.5399508697947, 0.6976817093409173]
[1.5395544782752217, 0.6987610750955864]
[1.53915592909812, 0.6998396460123545]
[1.5387552238571773, 0.700917417778058]
[1.538352364154799, 0.7019943860827293]
[1.5379473516020052, 0.7030705466196132]
[1.537540187818426, 0.7041458950851847]
[1.5371308744322933, 0.7052204271791679]
[1.5367194130804356, 0.7062941386045487]
[1.536305805408271, 0.707367025067598]
[1.5358900530698012, 0.7084390822778817]
[1.5354721577276031, 0.7095103059482871]
[1.535052121052825, 0.7105806917950297]
[1.5346299447251763, 0.7116502355376793]
[1.5342056304329246, 0.7127189328991697]
[1.5337791798728864, 0.7137867796058232]
[1.5333505947504213, 0.71485377138736]
[1.5329198767794239, 0.7159199039769228]
[1.53248702768232, 0.7169851731110864]
[1.5320520491900553, 0.7180495745298825]
[1.5316149430420933, 0.7191131039768088]
[1.5311757109864037, 0.7201757571988537]
[1.5307343547794594, 0.7212375299465055]
[1.530290876186226, 0.7222984179737787]
[1.529845276980158, 0.7233584170382203]
[1.5293975589431894, 0.7244175229009369]
[1.5289477238657274, 0.7254757313266027]
[1.5284957735466447, 0.726533038083485]
[1.5280417097932741, 0.7275894389434528]
[1.5275855344213987, 0.728644929682001]
[1.5271272492552461, 0.7296995060782622]
[1.5266668561274814, 0.7307531639150259]
[1.5262043568791988, 0.7318058989787549]
[1.5257397533599153, 0.732857707059602]
[1.5252730474275622, 0.7339085839514276]
[1.5248042409484788, 0.7349585254518151]
[1.5243333357974038, 0.7360075273620887]
[1.5238603338574692, 0.7370555854873303]
[1.5233852370201915, 0.7381026956363954]
[1.5229080471854648, 0.7391488536219312]
[1.5224287662615525, 0.7401940552603917]
[1.5219473961650811, 0.7412382963720558]
[1.5214639388210307, 0.7422815727810437]
[1.520978396162729, 0.7433238803153329]
[1.5204907701318424, 0.7443652148067756]
[1.5200010626783687, 0.7454055720911149]
[1.5195092757606286, 0.7464449480080028]
[1.5190154113452594, 0.7474833384010144]
[1.5185194714072063, 0.7485207391176665]
[1.5180214579297138, 0.7495571460094336]
[1.5175213729043184, 0.7505925549317645]
[1.5170192183308413, 0.7516269617440983]
[1.5165149962173792, 0.752660362309882]
[1.5160087085802965, 0.7536927524965867]
[1.515500357444219, 0.7547241281757237]
[1.5149899448420223, 0.755754485222861]
[1.514477472814828, 0.7567838195176403]
[1.5139629434119906, 0.7578121269437939]
[1.5134463586910942, 0.7588394033891596]
[1.5129277207179415, 0.7598656447456983]
[1.5124070315665454, 0.7608908469095104]
[1.5118842933191214, 0.7619150057808516]
[1.5113595080660807, 0.7629381172641503]
[1.5108326779060184, 0.7639601772680226]
[1.510303804945709, 0.7649811817052901]
[1.5097728913000943, 0.7660011264929951]
[1.5092399390922777, 0.7670200075524178]
[1.5087049504535148, 0.768037820809092]
[1.5081679275232052, 0.7690545621928209]
[1.5076288724488818, 0.7700702276376957]
[1.5070877873862059, 0.7710848130821091]
[1.5065446744989555, 0.7720983144687729]
[1.5059995359590184, 0.7731107277447338]
[1.5054523739463825, 0.7741220488613901]
[1.5049031906491277, 0.7751322737745074]
[1.504351988263417, 0.7761413984442354]
[1.5037987689934875, 0.777149418835123]
[1.5032435350516418, 0.7781563309161358]
[1.5026862886582395, 0.7791621306606705]
[1.5021270320416866, 0.7801668140465731]
[1.5015657674384297, 0.7811703770561528]
[1.5010024970929436, 0.7821728156762003]
[1.5004372232577254, 0.7831741258980018]
[1.4998699481932833, 0.7841743037173563]
[1.4993006741681283, 0.7851733451345911]
[1.4987294034587653, 0.7861712461545779]
[1.4981561383496842, 0.7871680027867489]
[1.49758088113335, 0.7881636110451127]
[1.4970036341101942, 0.78915806694827]
[1.4964243995886055, 0.79015136651943]
[1.4958431798849203, 0.7911435057864257]
[1.4952599773234145, 0.79213448078173]
[1.4946747942362917, 0.7931242875424729]
[1.4940876329636774, 0.7941129221104546]
[1.4934984958536066, 0.7951003805321636]
[1.492907385262016, 0.7960866588587917]
[1.4923143035527344, 0.7970717531462495]
[1.491719253097472, 0.7980556594551831]
[1.491122236275814, 0.7990383738509886]
[1.4905232554752068, 0.8000198924038289]
[1.4899223130909514, 0.80100021118865]
[1.4893194115261943, 0.8019793262851926]
[1.4887145531919141, 0.8029572337780164]
[1.488107740506918, 0.8039339297565032]
[1.487498975897825, 0.8049094103148864]
[1.4868882617990626, 0.8058836715522546]
[1.4862756006528517, 0.8068567095725762]
[1.485660994909202, 0.807828520484708]
[1.4850444470258968, 0.8087991004024168]
[1.484425959468489, 0.8097684454443898]
[1.4838055347102854, 0.8107365517342544]
[1.4831831752323414, 0.8117034154005895]
[1.482558883523448, 0.812669032576946]
[1.4819326620801248, 0.813633399401856]
[1.481304513406606, 0.8145965120188557]
[1.4806744400148355, 0.8155583665764932]
[1.4800424444244507, 0.8165189592283505]
[1.4794085291627794, 0.8174782861330527]
[1.478772696764823, 0.8184363434542904]
[1.478134949773252, 0.8193931273608273]
[1.4774952907383914, 0.8203486340265228]
[1.4768537222182139, 0.8213028596303411]
[1.476210246778326, 0.822255800356372]
[1.4755648669919623, 0.8232074523938413]
[1.4749175854399714, 0.8241578119371296]
[1.4742684047108077, 0.8251068751857848]
[1.4736173274005195, 0.8260546383445405]
[1.4729643561127401, 0.8270010976233277]
[1.472309493458677, 0.8279462492372922]
[1.4716527420571, 0.828890089406809]
[1.470994104534333, 0.8298326143574976]
[1.4703335835242428, 0.8307738203202366]
[1.4696711816682269, 0.83171370353118]
[1.4690069016152048, 0.8326522602317707]
[1.4683407460216071, 0.8335894866687567]
[1.4676727175513644, 0.8345253790942052]
[1.4670028188758975, 0.8354599337655182]
[1.4663310526741042, 0.8363931469454482]
[1.4656574216323524, 0.8373250149021111]
[1.464981928444467, 0.8382555339090029]
[1.4643045758117188, 0.8391847002450138]
[1.4636253664428152, 0.8401125101944433]
[1.4629443030538885, 0.8410389600470151]
[1.4622613883684847, 0.8419640460978915]
[1.4615766251175537, 0.8428877646476897]
[1.4608900160394371, 0.843810112002494]
[1.4602015638798584, 0.8447310844738731]
[1.4595112713919114, 0.8456506783788934]
[1.4588191413360494, 0.8465688900401339]
[1.4581251764800731, 0.8474857157857021]
[1.457429379599122, 0.8484011519492468]
[1.4567317534756612, 0.849315194869974]
[1.45603230089947, 0.8502278408926611]
[1.4553310246676332, 0.8511390863676715]
[1.454627927584527, 0.8520489276509701]
[1.45392301246181, 0.8529573611041362]
[1.4532162821184103, 0.8538643830943793]
[1.4525077393805153, 0.8547699899945536]
[1.4517973870815606, 0.8556741781831716]
[1.4510852280622175, 0.8565769440444198]
[1.4503712651703828, 0.8574782839681714]
[1.4496555012611663, 0.8583781943500038]
[1.4489379391968806, 0.8592766715912096]
[1.4482185818470288, 0.8601737120988127]
[1.4474974320882932, 0.8610693122855826]
[1.446774492804524, 0.8619634685700485]
[1.4460497668867276, 0.8628561773765138]
[1.445323257233055, 0.8637474351350705]
[1.4445949667487907, 0.8646372382816128]
[1.4438648983463402, 0.8655255832578523]
[1.4431330549452188, 0.8664124665113315]
[1.4423994394720407, 0.867297884495438]
[1.4416640548605055, 0.86818183366942]
[1.4409269040513877, 0.8690643104983985]
[1.4401879899925256, 0.8699453114533824]
[1.4394473156388081, 0.8708248330112829]
[1.438704883952163, 0.8717028716549269]
[1.437960697901547, 0.8725794238730717]
[1.4372147604629304, 0.8734544861604188]
[1.436467074619289, 0.8743280550176276]
[1.43571764336059, 0.8752001269513293]
[1.4349664696837792, 0.8760706984741432]
[1.434213556592773, 0.876939766104685]
[1.4334589070984398, 0.8778073263675892]
[1.4327025242185956, 0.8786733757935138]
[1.431944410977985, 0.8795379109191618]
[1.4311845704082755, 0.8804009282872887]
[1.4304230055480387, 0.8812624244467229]
[1.4296597194427443, 0.8821223959523732]
[1.4288947151447433, 0.8829808393652476]
[1.4281279957132593, 0.8838377512524628]
[1.4273595642143728, 0.8846931281872622]
[1.4265894237210133, 0.8855469667490251]
[1.4258175773129413, 0.8863992635232854]
[1.425044028076743, 0.8872500151017388]
[1.4242687791058097, 0.8880992180822652]
[1.4234918335003341, 0.8889468690689323]
[1.4227131943672908, 0.8897929646720181]
[1.4219328648204284, 0.890637501508017]
[1.421150847980254, 0.8914804761996606]
[1.4203671469740238, 0.8923218853759236]
[1.4195817649357272, 0.8931617256720447]
[1.4187947050060778, 0.8939999937295333]
[1.4180059703324965, 0.8948366861961892]
[1.4172155640691049, 0.8956717997261098]
[1.4164234893767051, 0.8965053309797097]
[1.4156297494227759, 0.8973372766237275]
[1.41483434738145, 0.898167633331247]
[1.4140372864335118, 0.8989963977817018]
[1.413238569766376, 0.8998235666608959]
[1.4124382005740812, 0.9006491366610115]
[1.4116361820572718, 0.9014731044806272]
[1.41083251742319, 0.9022954668247262]
[1.4100272098856586, 0.9031162204047141]
[1.409220262665073, 0.9039353619384277]
[1.4084116789883827, 0.904752888150153]
[1.4076014620890842, 0.9055687957706325]
[1.4067896152072021, 0.9063830815370844]
[1.4059761415892826, 0.9071957421932094]
[1.4051610444883738, 0.9080067744892111]
[1.404344327164019, 0.9088161751818007]
[1.4035259928822383, 0.9096239410342171]
[1.4027060449155202, 0.9104300688162346]
[1.401884486542804, 0.9112345553041803]
[1.4010613210494707, 0.9120373972809425]
[1.400236551727327, 0.9128385915359883]
[1.3994101818745948, 0.9136381348653713]
[1.3985822147958944, 0.9144360240717494]
[1.3977526538022347, 0.9152322559643937]
[1.3969215022109978, 0.916026827359204]
[1.396088763345927, 0.9168197350787197]
[1.3952544405371137, 0.9176109759521334]
[1.394418537120982, 0.9184005468153029]
[1.3935810564402782, 0.9191884445107649]
[1.3927420018440548, 0.9199746658877467]
[1.3919013766876591, 0.9207592078021792]
[1.391059184332719, 0.9215420671167096]
[1.390215428147129, 0.9223232407007135]
[1.389370111505038, 0.9231027254303076]
[1.3885232377868344, 0.9238805181883627]
[1.3876748103791345, 0.924656615864515]
[1.3868248326747656, 0.9254310153551802]
[1.3859733080727568, 0.9262037135635645]
[1.3851202399783218, 0.926974707399677]
[1.3842656318028472, 0.9277439937803436]
[1.3834094869638787, 0.9285115696292171]
[1.382551808885106, 0.9292774318767916]
[1.381692600996351, 0.9300415774604128]
[1.3808318667335533, 0.9308040033242925]
[1.379969609538756, 0.9315647064195186]
[1.379105832860092, 0.9323236837040689]
[1.378240540151772, 0.9330809321428221]
[1.3773737348740678, 0.933836448707571]
[1.3765054204932998, 0.934590230377034]
[1.3756356004818246, 0.935342274136867]
[1.3747642783180185, 0.936092576979676]
[1.373891457486266, 0.9368411359050287]
[1.3730171414769434, 0.9375879479194669]
[1.3721413337864075, 0.9383330100365176]
[1.3712640379169787, 0.9390763192767065]
[1.37038525737693, 0.9398178726675683]
[1.3695049956804712, 0.9405576672436594]
[1.3686232563477347, 0.9412957000465701]
[1.3677400429047626, 0.9420319681249348]
[1.3668553588834909, 0.9427664685344467]
[1.3659692078217371, 0.9434991983378663]
[1.3650815932631857, 0.9442301546050358]
[1.3641925187573727, 0.9449593344128885]
[1.3633019878596733, 0.9456867348454627]
[1.362410004131286, 0.9464123529939121]
[1.3615165711392196, 0.9471361859565175]
[1.3606216924562786, 0.9478582308386988]
[1.359725371661048, 0.9485784847530262]
[1.3588276123378813, 0.9492969448192311]
[1.357928418076881, 0.9500136081642216]
[1.3570277924738932, 0.9507284719220859]
[1.3561257391304833, 0.9514415332341134]
[1.355222261653929, 0.9521527892487978]
[1.3543173636572008, 0.9528622371218548]
[1.3534110487589524, 0.9535698740162284]
[1.352503320583501, 0.9542756971021071]
[1.351594182760818, 0.9549797035569306]
[1.3506836389265096, 0.9556818905654049]
[1.3497716927218062, 0.95638225531951]
[1.3488583477935445, 0.9570807950185156]
[1.3479436077941582, 0.9577775068689867]
[1.347027476381654, 0.958472388084801]
[1.3461099572196094, 0.959165435887154]
[1.3451910539771461, 0.959856647504575]
[1.3442707703289243, 0.9605460201729346]
[1.3433491099551216, 0.9612335511354588]
[1.3424260765414238, 0.9619192376427367]
[1.3415016737790044, 0.9626030769527354]
[1.3405759053645165, 0.9632850663308066]
[1.3396487750000705, 0.9639652030497022]
[1.338720286393227, 0.9646434843895804]
[1.3377904432569743, 0.9653199076380216]
[1.3368592493097216, 0.9659944700900333]
[1.3359267082752748, 0.9666671690480683]
[1.3349928238828326, 0.9673380018220277]
[1.3340575998669606, 0.9680069657292781]
[1.3331210399675852, 0.9686740580946577]
[1.3321831479299722, 0.9693392762504905]
[1.331243927504717, 0.9700026175365939]
[1.3303033824477248, 0.9706640793002925]
[1.3293615165202004, 0.971323658896425]
[1.3284183334886284, 0.9719813536873594]
[1.3274738371247625, 0.9726371610429978]
[1.3265280312056056, 0.9732910783407933]
[1.325580919513402, 0.9739431029657543]
[1.324632505835612, 0.9745932323104609]
[1.3236827939649078, 0.9752414637750698]
[1.3227317876991487, 0.9758877947673291]
[1.321779490841374, 0.9765322227025849]
[1.320825907199781, 0.9771747450037958]
[1.3198710405877148, 0.9778153591015389]
[1.3189148948236493, 0.9784540624340239]
[1.317957473731176, 0.9790908524470995]
[1.3169987811389838, 0.9797257265942683]
[1.316038820880849, 0.9803586823366918]
[1.3150775967956145, 0.9809897171432048]
[1.3141151127271786, 0.9816188284903237]
[1.3131513725244783, 0.9822460138622562]
[1.312186380041474, 0.9828712707509119]
[1.311220139137133, 0.9834945966559125]
[1.3102526536754158, 0.9841159890846021]
[1.3092839275252595, 0.9847354455520558]
[1.3083139645605628, 0.9853529635810911]
[1.3073427686601706, 0.9859685407022772]
[1.3063703437078575, 0.9865821744539448]
[1.305396693592314, 0.9871938623821961]
[1.304421822207129, 0.9878036020409148]
[1.3034457334507765, 0.9884113909917749]
[1.3024684312265968, 0.9890172268042522]
[1.3014899194427845, 0.9896211070556326]
[1.3005102020123707, 0.9902230293310222]
[1.2995292828532077, 0.9908229912233566]
[1.2985471658879533, 0.9914209903334114]
[1.2975638550440558, 0.9920170242698113]
[1.2965793542537376, 0.9926110906490394]
[1.295593667453979, 0.993203187095447]
[1.294606798586504, 0.9937933112412631]
[1.2936187515977633, 0.9943814607266043]
[1.292629530438919, 0.9949676331994828]
[1.291639139065828, 0.995551826315818]
[1.2906475814390277, 0.9961340377394438]
[1.2896548615237184, 0.9967142651421191]
[1.2886609832897495, 0.997292506203537]
[1.287665950711602, 0.9978687586113335]
[1.286669767768372, 0.9984430200610975]
[1.285672438443758, 0.9990152882563793]
[1.2846739667260407, 0.9995855609087007]
[1.2836743566080706, 1.000153835737563]
[1.2826736120872502, 1.000720110470457]
[1.2816717371655182, 1.0012843828428721]
[1.280668735849334, 1.0018466505983044]
[1.2796646121496613, 1.0024069114882672]
[1.278659370081952, 1.0029651632722985]
[1.2776530136661304, 1.0035214037179707]
[1.2766455469265774, 1.0040756306008998]
[1.2756369738921138, 1.0046278417047538]
[1.2746272985959846, 1.0051780348212618]
[1.273616525075842, 1.0057262077502225]
[1.2726046573737309, 1.0062723582995134]
[1.2715916995360708, 1.0068164842850995]
[1.270577655613642, 1.0073585835310421]
[1.2695625296615674, 1.0078986538695063]
[1.2685463257392946, 1.008436693140773]
[1.2675290479105863, 1.0089726991932428]
[1.2665107002434957, 1.0095066698834487]
[1.2654912868103576, 1.0100386030760617]
[1.2644708116877657, 1.0105684966439021]
[1.2634492789565626, 1.0110963484679454]
[1.262426692701816, 1.0116221564373329]
[1.2614030570128114, 1.012145918449378]
[1.2603783759830267, 1.0126676324095774]
[1.2593526537101234, 1.0131872962316164]
[1.2583258942959241, 1.0137049078373799]
[1.2572981018464027, 1.014220465156958]
[1.2562692804716582, 1.014733966128658]
[1.2552394342859106, 1.0152454086990086]
[1.2542085674074732, 1.0157547908227709]
[1.253176683958745, 1.0162621104629448]
[1.2521437880661863, 1.0167673655907794]
[1.2511098838603099, 1.0172705541857778]
[1.250074975475657, 1.0177716742357092]
[1.249039067050789, 1.018270723736613]
[1.2480021627282611, 1.0187677006928102]
[1.2469642666546166, 1.0192626031169079]
[1.2459253829803587, 1.0197554290298119]
[1.2448855158599472, 1.0202461764607287]
[1.2438446694517673, 1.0207348434471792]
[1.2428028479181261, 1.0212214280350025]
[1.2417600554252262, 1.021705928278366]
[1.2407162961431564, 1.022188342239771]
[1.239671574245868, 1.0226686679900636]
[1.2386258939111658, 1.0231469036084386]
[1.2375792593206834, 1.0236230471824512]
[1.236531674659874, 1.0240970968080205]
[1.2354831441179865, 1.0245690505894411]
[1.2344336718880569, 1.0250389066393868]
[1.2333832621668812, 1.0255066630789231]
[1.23233191915501, 1.0259723180375087]
[1.2312796470567218, 1.0264358696530076]
[1.2302264500800137, 1.026897316071694]
[1.2291723324365789, 1.0273566554482632]
[1.2281172983417943, 1.0278138859458332]
[1.2270613520146993, 1.0282690057359574]
[1.2260044976779847, 1.0287220129986283]
[1.2249467395579683, 1.029172905922289]
[1.2238880818845859, 1.0296216827038343]
[1.2228285288913674, 1.0300683415486245]
[1.2217680848154264, 1.0305128806704866]
[1.2207067538974359, 1.030955298291727]
[1.2196445403816183, 1.031395592643134]
[1.2185814485157245, 1.031833761963988]
[1.2175174825510184, 1.032269804502066]
[1.2164526467422587, 1.032703718513651]
[1.2153869453476829, 1.0331355022635373]
[1.2143203826289903, 1.0335651540250388]
[1.2132529628513238, 1.033992672079994]
[1.2121846902832538, 1.0344180547187753]
[1.2111155691967619, 1.0348413002402932]
[1.2100456038672223, 1.0352624069520053]
[1.2089747985733845, 1.0356813731699221]
[1.2079031575973584, 1.036098197218614]
[1.2068306852245945, 1.0365128774312176]
[1.2057573857438688, 1.0369254121494424]
[1.204683263447265, 1.0373357997235784]
[1.2036083226301566, 1.037744038512501]
[1.2025325675911906, 1.0381501268836792]
[1.2014560026322703, 1.038554063213181]
[1.2003786320585372, 1.0389558458856805]
[1.1993004601783552, 1.0393554732944645]
[1.1982214913032923, 1.0397529438414383]
[1.1971417297481035, 1.0401482559371322]
[1.1960611798307133, 1.0405414080007087]
[1.1949798458721994, 1.0409323984599679]
[1.193897732196775, 1.0413212257513533]
[1.192814843131771, 1.0417078883199602]
[1.1917311830076194, 1.0420923846195396]
[1.190646756157835, 1.0424747131125054]
[1.1895615669189994, 1.0428548722699407]
[1.1884756196307427, 1.043232860571604]
[1.187388918635726, 1.043608676505934]
[1.186301468279625, 1.0439823185700579]
[1.185213272911112, 1.044353785269795]
[1.1841243368818388, 1.044723075119664]
[1.1830346645464178, 1.0450901866428897]
[1.1819442602624077, 1.0454551183714065]
[1.1808531283902926, 1.0458178688458672]
[1.1797612732934672, 1.0461784366156461]
[1.1786686993382183, 1.0465368202388468]
[1.1775754108937069, 1.0468930182823064]
[1.1764814123319516, 1.0472470293216034]
[1.1753867080278104, 1.0475988519410604]
[1.1742913023589643, 1.047948484733753]
[1.1731951997058978, 1.048295926301513]
[1.172098404451884, 1.0486411752549343]
[1.171000920982965, 1.0489842302133803]
[1.1699027536879332, 1.0493250898049873]
[1.1688039069583198, 1.0496637526666708]
[1.1677043851883686, 1.050000217444131]
[1.166604192775027, 1.0503344827918577]
[1.1655033341179202, 1.0506665473731378]
[1.1644018136193413, 1.0509964098600564]
[1.163299635684227, 1.0513240689335075]
[1.1621968047201459, 1.0516495232831937]
[1.161093325137275, 1.0519727716076368]
[1.1599892013483892, 1.0522938126141779]
[1.1588844377688345, 1.0526126450189874]
[1.1577790388165197, 1.0529292675470663]
[1.1566730089118913, 1.0532436789322535]
[1.155566352477922, 1.0535558779172298]
[1.1544590739400866, 1.0538658632535234]
[1.1533511777263517, 1.054173633701515]
[1.1522426682671492, 1.0544791880304425]
[1.1511335499953679, 1.0547825250184055]
[1.1500238273463272, 1.0550836434523714]
[1.1489135047577674, 1.055382542128179]
[1.147802586669824, 1.055679219850544]
[1.1466910775250179, 1.0559736754330633]
[1.1455789817682287, 1.0562659076982208]
[1.144466303846687, 1.056555915477391]
[1.143353048209947, 1.0568436976108437]
[1.1422392193098772, 1.0571292529477487]
[1.1411248216006347, 1.057412580346182]
[1.1400098595386552, 1.0576936786731281]
[1.138894337582627, 1.0579725468044852]
[1.1377782601934814, 1.0582491836250703]
[1.1366616318343672, 1.058523588028624]
[1.13554445697064, 1.0587957589178127]
[1.1344267400698376, 1.0590656952042365]
[1.1333084856016689, 1.05933339580843]
[1.1321896980379882, 1.0595988596598689]
[1.1310703818527859, 1.0598620856969734]
[1.1299505415221625, 1.0601230728671125]
[1.1288301815243187, 1.060381820126609]
[1.127709306339529, 1.0606383264407422]
[1.126587920450132, 1.0608925907837534]
[1.125466028340505, 1.0611446121388495]
[1.1243436344970532, 1.0613943894982059]
[1.1232207434081845, 1.0616419218629736]
[1.1220973595642996, 1.061887208243279]
[1.1209734874577648, 1.0621302476582328]
[1.1198491315829042, 1.0623710391359282]
[1.1187242964359712, 1.0626095817134507]
[1.1175989865151394, 1.0628458744368763]
[1.1164732063204796, 1.0630799163612807]
[1.115346960353944, 1.0633117065507387]
[1.1142202531193468, 1.0635412440783303]
[1.1130930891223467, 1.063768528026144]
[1.1119654728704298, 1.0639935574852792]
[1.1108374088728892, 1.0642163315558528]
[1.1097089016408104, 1.0644368493469991]
[1.1085799556870501, 1.0646551099768762]
[1.1074505755262196, 1.0648711125726684]
[1.106320765674667, 1.0650848562705892]
[1.105190530650458, 1.0652963402158862]
[1.1040598749733597, 1.065505563562843]
[1.1029288031648203, 1.0657125254747837]
[1.1017973197479525, 1.0659172251240752]
[1.1006654292475153, 1.0661196616921316]
[1.099533136189895, 1.066319834369417]
[1.098400445103088, 1.0665177423554482]
[1.097267360516683, 1.0667133848587993]
[1.0961338869618409, 1.0669067610971033]
[1.0950000289712798, 1.0670978702970555]
[1.0938657910792533, 1.067286711694418]
[1.0927311778215356, 1.0674732845340218]
[1.0915961937354013, 1.0676575880697683]
[1.0904608433596084, 1.0678396215646353]
[1.0893251312343792, 1.0680193842906778]
[1.0881890619013832, 1.0681968755290319]
[1.0870526399037177, 1.068372094569916]
