[0.0, 0.0]
[-0.05786254390350513, 0.996640640718231]
[-0.05885558005343979, 0.9965239376873719]
[-0.05984838084217164, 0.9964052490763674]
[-0.06084094229952859, 0.9962845753598487]
[-0.061833260456295405, 0.9961619170203856]
[-0.0628253313442298, 0.9960372745484836]
[-0.06381715099607864, 0.9959106484425836]
[-0.06480871544559302, 0.9957820392090582]
[-0.06580002072754507, 0.995651447362211]
[-0.0667910628777429, 0.9955188734242737]
[-0.06778183793304698, 0.9953843179254044]
[-0.06877234193138612, 0.9952477814036854]
[-0.0697625709117728, 0.9951092644051209]
[-0.07075252091431929, 0.9949687674836352]
[-0.07174218798025377, 0.9948262912010698]
[-0.07273156815193556, 0.9946818361271821]
[-0.07372065747287128, 0.9945354028396425]
[-0.07470945198773098, 0.994386991924032]
[-0.07569794774236326, 0.9942366039738401]
[-0.07668614078381147, 0.9940842395904624]
[-0.07767402716032985, 0.9939298993831983]
[-0.07866160292139865, 0.9937735839692482]
[-0.07964886411774011, 0.9936152939737117]
[-0.0806358068013351, 0.9934550300295841]
[-0.08162242702543751, 0.9932927927777551]
[-0.0826087208445909, 0.9931285828670049]
[-0.08359468431464438, 0.9929624009540028]
[-0.08458031349276775, 0.9927942477033038]
[-0.08556560443746798, 0.9926241237873464]
[-0.08655055320860437, 0.9924520298864495]
[-0.0875351558674045, 0.99227796668881]
[-0.0885194084764804, 0.9921019348905001]
[-0.08950330709984362, 0.9919239351954641]
[-0.09048684780292125, 0.9917439683155158]
[-0.09147002665257205, 0.9915620349703358]
[-0.09245283971710144, 0.9913781358874689]
[-0.09343528306627767, 0.9911922718023204]
[-0.09441735277134776, 0.9910044434581533]
[-0.09539904490505256, 0.9908146516060862]
[-0.09638035554164288, 0.9906228970050893]
[-0.0973612807568954, 0.990429180421982]
[-0.09834181662812777, 0.9902335026314295]
[-0.09932195923421461, 0.9900358644159395]
[-0.10030170465560352, 0.9898362665658599]
[-0.10128104897433013, 0.9896347098793746]
[-0.10225998827403401, 0.9894311951625013]
[-0.10323851863997474, 0.9892257232290874]
[-0.1042166361590469, 0.9890182949008072]
[-0.105194336919796, 0.9888089110071587]
[-0.10617161701243438, 0.9885975723854601]
[-0.1071484725288565, 0.9883842798808464]
[-0.10812489956265482, 0.988169034346266]
[-0.10910089420913503, 0.9879518366424775]
[-0.11007645256533194, 0.9877326876380466]
[-0.11105157073002539, 0.987511588209341]
[-0.1120262448037552, 0.9872885392405296]
[-0.1130004708888371, 0.9870635416235761]
[-0.11397424508937866, 0.9868365962582376]
[-0.11494756351129413, 0.9866077040520597]
[-0.11592042226232045, 0.9863768659203738]
[-0.11689281745203309, 0.9861440827862925]
[-0.11786474519186092, 0.9859093555807067]
[-0.11883620159510218, 0.9856726852422816]
[-0.11980718277694023, 0.9854340727174524]
[-0.12077768485445857, 0.9851935189604216]
[-0.12174770394665656, 0.9849510249331547]
[-0.12271723617446534, 0.9847065916053757]
[-0.12368627766076268, 0.9844602199545642]
[-0.12465482453038883, 0.9842119109659508]
[-0.12562287291016216, 0.9839616656325141]
[-0.12659041892889442, 0.9837094849549749]
[-0.12755745871740637, 0.9834553699417943]
[-0.12852398840854293, 0.9831993216091686]
[-0.12949000413718895, 0.9829413409810251]
[-0.1304555020402848, 0.9826814290890186]
[-0.13142047825684144, 0.9824195869725265]
[-0.13238492892795592, 0.9821558156786456]
[-0.13334885019682724, 0.981890116262187]
[-0.13431223820877125, 0.9816224897856726]
[-0.1352750891112362, 0.9813529373193303]
[-0.13623739905381851, 0.9810814599410901]
[-0.1371991641882776, 0.9808080587365794]
[-0.1381603806685516, 0.9805327347991194]
[-0.1391210446507729, 0.98025548922972]
[-0.14008115229328308, 0.9799763231370753]
[-0.14104069975664843, 0.9796952376375598]
[-0.14199968320367579, 0.9794122338552238]
[-0.14295809879942706, 0.9791273129217883]
[-0.143915942711235, 0.9788404759766414]
[-0.14487321110871887, 0.978551724166833]
[-0.14582990016379896, 0.9782610586470702]
[-0.1467860060507125, 0.9779684805797138]
[-0.14774152494602888, 0.9776739911347716]
[-0.14869645302866474, 0.9773775914898961]
[-0.14965078647989924, 0.9770792828303778]
[-0.1506045214833898, 0.9767790663491417]
[-0.1515576542251867, 0.9764769432467417]
[-0.1525101808937485, 0.9761729147313569]
[-0.15346209767995805, 0.9758669820187854]
[-0.15441340077713647, 0.9755591463324403]
[-0.1553640863810594, 0.9752494089033449]
[-0.15631415068997154, 0.9749377709701271]
[-0.15726358990460212, 0.974624233779015]
[-0.15821240022818042, 0.9743087985838319]
[-0.15916057786645033, 0.9739914666459911]
[-0.1601081190276858, 0.9736722392344904]
[-0.16105501992270632, 0.9733511176259085]
[-0.16200127676489154, 0.973028103104398]
[-0.16294688577019656, 0.9727031969616818]
[-0.16389184315716757, 0.9723764004970468]
[-0.16483614514695616, 0.9720477150173397]
[-0.16577978796333487, 0.9717171418369612]
[-0.16672276783271256, 0.9713846822778606]
[-0.1676650809841488, 0.9710503376695305]
[-0.1686067236493694, 0.970714109349003]
[-0.1695476920627819, 0.9703759986608416]
[-0.1704879824614894, 0.9700360069571382]
[-0.17142759108530706, 0.9696941355975064]
[-0.17236651417677593, 0.9693503859490767]
[-0.17330474798117856, 0.9690047593864908]
[-0.1742422887465542, 0.968657257291896]
[-0.1751791327237133, 0.9683078810549398]
[-0.17611527616625267, 0.9679566320727643]
[-0.17705071533057087, 0.9676035117500007]
[-0.17798544647588255, 0.9672485214987638]
[-0.17891946586423366, 0.9668916627386457]
[-0.17985276976051673, 0.966532936896711]
[-0.1807853544324853, 0.9661723454074905]
[-0.181717216150769, 0.9658098897129758]
[-0.18264835118888878, 0.9654455712626132]
[-0.18357875582327135, 0.9650793915132981]
[-0.18450842633326422, 0.9647113519293696]
[-0.18543735900115096, 0.9643414539826035]
[-0.18636555011216543, 0.9639696991522075]
[-0.1872929959545069, 0.9635960889248152]
[-0.18821969281935536, 0.963220624794479]
[-0.18914563700088552, 0.962843308262666]
[-0.1900708247962821, 0.9624641408382504]
[-0.19099525250575483, 0.9620831240375081]
[-0.19191891643255274, 0.9617002593841105]
[-0.1928418128829792, 0.9613155484091188]
[-0.19376393816640697, 0.9609289926509774]
[-0.19468528859529236, 0.960540593655508]
[-0.1956058604851902, 0.9601503529759031]
[-0.19652565015476933, 0.9597582721727204]
[-0.19744465392582589, 0.9593643528138757]
[-0.19836286812329929, 0.9589685964746375]
[-0.19928028907528617, 0.9585710047376201]
[-0.20019691311305526, 0.9581715791927777]
[-0.20111273657106252, 0.9577703214373977]
[-0.20202775578696497, 0.9573672330760944]
[-0.2029419671016359, 0.9569623157208026]
[-0.20385536685917954, 0.9565555709907715]
[-0.2047679514069453, 0.9561470005125573]
[-0.20567971709554247, 0.9557366059200179]
[-0.2065906602788554, 0.9553243888543052]
[-0.20750077731405717, 0.9549103509638598]
[-0.20841006456162461, 0.954494493904403]
[-0.20931851838535318, 0.9540768193389314]
[-0.21022613515237085, 0.9536573289377095]
[-0.21113291123315303, 0.953236024378263]
[-0.21203884300153683, 0.9528129073453734]
[-0.21294392683473637, 0.9523879795310686]
[-0.21384815911335592, 0.9519612426346189]
[-0.21475153622140516, 0.9515326983625289]
[-0.21565405454631417, 0.9511023484285306]
[-0.21655571047894664, 0.9506701945535767]
[-0.21745650041361514, 0.950236238465834]
[-0.21835642074809536, 0.9498004819006765]
[-0.21925546788364028, 0.9493629266006776]
[-0.22015363822499529, 0.9489235743156044]
[-0.22105092818041158, 0.9484824268024095]
[-0.22194733416166107, 0.948039485825225]
[-0.22284285258405068, 0.9475947531553548]
[-0.2237374798664367, 0.947148230571268]
[-0.22463121243123874, 0.9466999198585911]
[-0.22552404670445506, 0.9462498228101013]
[-0.22641597911567551, 0.9457979412257194]
[-0.22730700609809665, 0.9453442769125027]
[-0.22819712408853582, 0.9448888316846371]
[-0.2290863295274454, 0.9444316073634308]
[-0.2299746188589268, 0.9439726057773061]
[-0.2308619885307455, 0.943511828761793]
[-0.2317484349943441, 0.9430492781595206]
[-0.2326339547048573, 0.9425849558202114]
[-0.23351854412112572, 0.9421188636006723]
[-0.23440219970571036, 0.9416510033647884]
[-0.23528491792490625, 0.9411813769835147]
[-0.23616669524875758, 0.9407099863348691]
[-0.23704752815107047, 0.9402368333039245]
[-0.2379274131094279, 0.9397619197828021]
[-0.238806346605204, 0.9392852476706623]
[-0.23968432512357737, 0.9388068188736991]
[-0.24056134515354569, 0.9383266353051303]
[-0.2414374031879395, 0.937844698885192]
[-0.24231249572343622, 0.9373610115411292]
[-0.2431866192605748, 0.9368755752071889]
[-0.24405977030376866, 0.9363883918246126]
[-0.2449319453613203, 0.935899463341628]
[-0.24580314094543515, 0.9354087917134409]
[-0.2466733535722356, 0.9349163789022287]
[-0.2475425797617746, 0.934422226877131]
[-0.2484108160380504, 0.9339263376142428]
[-0.2492780589290193, 0.9334287130966066]
[-0.25014430496661033, 0.932929355314203]
[-0.2510095506867388, 0.9324282662639453]
[-0.2518737926293204, 0.9319254479496689]
[-0.2527370273382846, 0.9314209023821252]
[-0.2535992513615894, 0.9309146315789723]
[-0.25446046125123384, 0.9304066375647677]
[-0.25532065356327244, 0.9298969223709603]
[-0.25617982485782964, 0.9293854880358811]
[-0.2570379716991122, 0.9288723366047366]
[-0.25789509065542393, 0.9283574701295993]
[-0.25875117829917904, 0.9278408906694011]
[-0.2596062312069158, 0.927322600289923]
[-0.26046024595931083, 0.9268026010637884]
[-0.2613132191411917, 0.9262808950704541]
[-0.26216514734155155, 0.9257574843962024]
[-0.2630160271535622, 0.9252323711341326]
[-0.263865855174588, 0.9247055573841522]
[-0.2647146280061991, 0.9241770452529693]
[-0.265562342254186, 0.9236468368540837]
[-0.2664089945285718, 0.9231149343077781]
[-0.2672545814436266, 0.9225813397411107]
[-0.2680990996178808, 0.9220460552879054]
[-0.2689425456741387, 0.9215090830887441]
[-0.26978491623949175, 0.9209704252909585]
[-0.27062620794533276, 0.9204300840486197]
[-0.27146641742736843, 0.9198880615225321]
[-0.2723055413256332, 0.9193443598802228]
[-0.273143576284503, 0.9187989812959338]
[-0.2739805189527081, 0.918251927950613]
[-0.2748163659833468, 0.9177032020319059]
[-0.27565111403389936, 0.9171528057341461]
[-0.27648475976624015, 0.9166007412583475]
[-0.277317299846652, 0.9160470108121942]
[-0.27814873094583903, 0.9154916166100338]
[-0.2789790497389403, 0.9149345608728656]
[-0.2798082529055427, 0.9143758458283349]
[-0.2806363371296949, 0.9138154737107209]
[-0.2814632990999196, 0.9132534467609305]
[-0.282289135509228, 0.9126897672264878]
[-0.28311384305513193, 0.9121244373615257]
[-0.2839374184396576, 0.9115574594267766]
[-0.2847598583693586, 0.9109888356895633]
[-0.2855811595553293, 0.9104185684237904]
[-0.2864013187132177, 0.909846659909935]
[-0.28722033256323914, 0.9092731124350368]
[-0.2880381978301886, 0.9086979282926905]
[-0.2888549112434542, 0.9081211097830351]
[-0.28967046953703024, 0.907542659212746]
[-0.2904848694495309, 0.9069625788950245]
[-0.29129810772420195, 0.9063808711495894]
[-0.2921101811089348, 0.9057975383026681]
[-0.292921086356279, 0.9052125826869858]
[-0.29373082022345604, 0.9046260066417576]
[-0.29453937947237113, 0.9040378125126788]
[-0.2953467608696268, 0.9034480026519147]
[-0.296152961186536, 0.9028565794180928]
[-0.2969579771991345, 0.9022635451762915]
[-0.2977618056881942, 0.9016689022980321]
[-0.2985644434392361, 0.9010726531612685]
[-0.2993658872425426, 0.9004748001503781]
[-0.30016613389317054, 0.8998753456561521]
[-0.3009651801909645, 0.8992742920757862]
[-0.301763022940569, 0.8986716418128704]
[-0.3025596589514413, 0.8980673972773799]
[-0.30335508503786507, 0.8974615608856655]
[-0.3041492980189617, 0.8968541350604436]
[-0.304942294718704, 0.8962451222307866]
[-0.30573407196592867, 0.8956345248321136]
[-0.3065246265943489, 0.89502234530618]
[-0.30731395544256707, 0.8944085861010684]
[-0.3081020553540876, 0.893793249671178]
[-0.3088889231773292, 0.8931763384772157]
[-0.3096745557656375, 0.8925578549861855]
[-0.3104589499772982, 0.8919378016713793]
[-0.3112421026755489, 0.8913161810123663]
[-0.3120240107285918, 0.8906929954949839]
[-0.3128046710096072, 0.8900682476113269]
[-0.3135840803967642, 0.8894419398597379]
[-0.3143622357732348, 0.8888140747447976]
[-0.3151391340272055, 0.8881846547773148]
[-0.31591477205189, 0.8875536824743153]
[-0.31668914674554155, 0.8869211603590333]
[-0.31746225501146563, 0.8862870909609007]
[-0.3182340937580322, 0.8856514768155361]
[-0.31900465989868754, 0.8850143204647364]
[-0.3197739503519673, 0.8843756244564652]
[-0.3205419620415084, 0.8837353913448435]
[-0.3213086918960619, 0.8830936236901387]
[-0.3220741368495044, 0.882450324058755]
[-0.322838293840851, 0.881805495023223]
[-0.3236011598142672, 0.8811591391621891]
[-0.3243627317190813, 0.8805112590604058]
[-0.32512300650979636, 0.8798618573087208]
[-0.32588198114610306, 0.8792109365040662]
[-0.3266396525928908, 0.8785584992494496]
[-0.3273960178202606, 0.8779045481539426]
[-0.328151073803537, 0.8772490858326705]
[-0.32890481752327994, 0.876592114906802]
[-0.3296572459652976, 0.8759336380035382]
[-0.3304083561206574, 0.8752736577561031]
[-0.3311581449856986, 0.8746121768037326]
[-0.33190660956204454, 0.8739491977916634]
[-0.332653746856614, 0.873284723371123]
[-0.33339955388163345, 0.8726187561993193]
[-0.3341440276546497, 0.8719512989394294]
[-0.3348871651985405, 0.871282354260589]
[-0.33562896354152744, 0.8706119248378823]
[-0.33636941971718737, 0.8699400133523306]
[-0.33710853076446456, 0.8692666224908826]
[-0.33784629372768216, 0.8685917549464023]
[-0.3385827056565548, 0.8679154134176588]
[-0.3393177636061992, 0.867237600609316]
[-0.34005146463714697, 0.8665583192319214]
[-0.34078380581535583, 0.8658775720018951]
[-0.3415147842122216, 0.8651953616415189]
[-0.3422443969045895, 0.8645116908789262]
[-0.3429726409747669, 0.8638265624480896]
[-0.34369951351053346, 0.8631399790888118]
[-0.3444250116051539, 0.862451943546713]
[-0.34514913235738914, 0.861762458573221]
[-0.3458718728715082, 0.8610715269255599]
[-0.3465932302572994, 0.8603791513667386]
[-0.3473132016300825, 0.8596853346655403]
[-0.34803178411071956, 0.8589900795965112]
[-0.34874897482562683, 0.85829338893995]
[-0.34946477090678624, 0.8575952654818957]
[-0.3501791694917566, 0.8568957120141172]
[-0.35089216772368564, 0.8561947313341015]
[-0.3516037627513208, 0.8554923262450441]
[-0.3523139517290209, 0.8547884995558357]
[-0.35302273181676747, 0.8540832540810518]
[-0.35373010018017614, 0.8533765926409423]
[-0.3544360539905079, 0.8526685180614195]
[-0.35514059042468094, 0.8519590331740458]
[-0.3558437066652809, 0.8512481408160242]
[-0.35654539990057305, 0.8505358438301859]
[-0.357245667324513, 0.8498221450649793]
[-0.3579445061367583, 0.8491070473744583]
[-0.3586419135426792, 0.8483905536182711]
[-0.3593378867533707, 0.8476726666616484]
[-0.3600324229856623, 0.8469533893753931]
[-0.3607255194621305, 0.8462327246358671]
[-0.36141717341110907, 0.8455106753249809]
[-0.36210738206670035, 0.8447872443301822]
[-0.3627961426687867, 0.8440624345444435]
[-0.36348345246304076, 0.8433362488662512]
[-0.3641693087009371, 0.8426086901995943]
[-0.364853708639763, 0.8418797614539517]
[-0.36553664954262943, 0.8411494655442816]
[-0.3662181286784817, 0.8404178053910092]
[-0.3668981433221114, 0.8396847839200152]
[-0.3675766907541658, 0.8389504040626243]
[-0.3682537682611599, 0.8382146687555937]
[-0.36892937313548674, 0.8374775809411001]
[-0.36960350267542835, 0.8367391435667298]
[-0.3702761541851665, 0.8359993595854653]
[-0.370947324974794, 0.8352582319556741]
[-0.37161701236032435, 0.8345157636410974]
[-0.3722852136637036, 0.8337719576108372]
[-0.3729519262128203, 0.8330268168393457]
[-0.3736171473415167, 0.8322803443064115]
[-0.3742808743895988, 0.8315325429971504]
[-0.374943104702848, 0.8307834159019903]
[-0.37560383563303057, 0.8300329660166623]
[-0.3762630645379089, 0.8292811963421861]
[-0.37692078878125196, 0.8285281098848603]
[-0.3775770057328458, 0.8277737096562482]
[-0.37823171276850387, 0.8270179986731677]
[-0.3788849072700782, 0.8262609799576778]
[-0.37953658662546885, 0.8255026565370672]
[-0.38018674822863524, 0.8247430314438422]
[-0.38083538947960605, 0.8239821077157143]
[-0.3814825077844897, 0.8232198883955886]
[-0.3821281005554853, 0.8224563765315502]
[-0.3827721652108919, 0.8216915751768542]
[-0.38341469917511967, 0.8209254873899119]
[-0.38405569987870025, 0.8201581162342784]
[-0.3846951647582961, 0.8193894647786419]
[-0.3853330912567121, 0.8186195360968099]
[-0.38596947682290456, 0.8178483332676977]
[-0.386604318911992, 0.8170758593753155]
[-0.3872376149852653, 0.8163021175087567]
[-0.3878693625101979, 0.8155271107621859]
[-0.3884995589604555, 0.8147508422348249]
[-0.38912820181590696, 0.8139733150309414]
[-0.38975528856263364, 0.8131945322598372]
[-0.3903808166929396, 0.8124144970358346]
[-0.391004783705362, 0.8116332124782644]
[-0.3916271871046807, 0.8108506817114536]
[-0.3922480244019283, 0.8100669078647127]
[-0.3928672931144005, 0.8092818940723232]
[-0.3934849907656655, 0.8084956434735248]
[-0.39410111488557403, 0.8077081592125038]
[-0.3947156630102695, 0.8069194444383793]
[-0.39532863268219753, 0.8061295023051914]
[-0.3959400214501158, 0.8053383359718884]
[-0.3965498268691044, 0.8045459486023141]
[-0.3971580465005748, 0.803752343365195]
[-0.39776467791228004, 0.8029575234341277]
[-0.39836971867832444, 0.8021614919875671]
[-0.39897316637917324, 0.8013642522088121]
[-0.39957501860166206, 0.8005658072859942]
[-0.4001752729390073, 0.7997661604120635]
[-0.4007739269908149, 0.7989653147847773]
[-0.4013709783630901, 0.7981632736066865]
[-0.4019664246682476, 0.7973600400851231]
[-0.4025602635251204, 0.7965556174321868]
[-0.4031524925589697, 0.7957500088647335]
[-0.40374310940149455, 0.7949432176043599]
[-0.4043321116908407, 0.7941352468773939]
[-0.4049194970716108, 0.7933260999148795]
[-0.40550526319487307, 0.7925157799525637]
[-0.40608940771817137, 0.7917042902308857]
[-0.40667192830553434, 0.790891633994961]
[-0.4072528226274844, 0.7900778144945709]
[-0.40783208836104756, 0.7892628349841484]
[-0.4084097231897624, 0.7884466987227652]
[-0.40898572480368933, 0.7876294089741188]
[-0.40956009089942, 0.7868109690065197]
[-0.41013281918008676, 0.7859913820928776]
[-0.410703907355371, 0.7851706515106889]
[-0.4112733531415131, 0.7843487805420242]
[-0.41184115426132123, 0.7835257724735136]
[-0.41240730844418055, 0.7827016305963348]
[-0.4129718134260621, 0.7818763582061996]
[-0.41353466694953245, 0.7810499586033403]
[-0.41409586676376176, 0.7802224350924973]
[-0.41465541062453365, 0.7793937909829053]
[-0.4152132962942537, 0.7785640295882803]
[-0.41576952154195845, 0.7777331542268061]
[-0.41632408414332456, 0.7769011682211219]
[-0.4168769818806776, 0.7760680748983069]
[-0.4174282125430007, 0.7752338775898697]
[-0.41797777392594354, 0.7743985796317335]
[-0.4185256638318315, 0.7735621843642223]
[-0.41907188006967355, 0.7727246951320492]
[-0.41961642045517233, 0.7718861152843006]
[-0.42015928281073156, 0.7710464481744258]
[-0.4207004649654656, 0.770205697160221]
[-0.42123996475520775, 0.7693638656038172]
[-0.42177778002251914, 0.7685209568716667]
[-0.42231390861669704, 0.767676974334529]
[-0.42284834839378405, 0.7668319213674576]
[-0.4233810972165758, 0.7659858013497869]
[-0.42391215295463053, 0.7651386176651186]
[-0.42444151348427644, 0.7642903737013076]
[-0.42496917668862133, 0.7634410728504488]
[-0.42549514045755993, 0.7625907185088638]
[-0.4260194026877839, 0.7617393140770866]
[-0.4265419612827884, 0.7608868629598513]
[-0.4270628141528818, 0.7600333685660768]
[-0.4275819592151934, 0.7591788343088546]
[-0.428099394393682, 0.7583232636054343]
[-0.4286151176191444, 0.7574666598772101]
[-0.42912912682922316, 0.7566090265497075]
[-0.4296414199684152, 0.7557503670525693]
[-0.4301519949880799, 0.7548906848195417]
[-0.43066084984644737, 0.7540299832884609]
[-0.43116798250862653, 0.7531682659012394]
[-0.4316733909466136, 0.7523055361038519]
[-0.43217707313929943, 0.7514417973463214]
[-0.4326790270724784, 0.7505770530827065]
[-0.433179250738856, 0.7497113067710858]
[-0.433677742138057, 0.7488445618735458]
[-0.43417449927663326, 0.7479768218561662]
[-0.4346695201680724, 0.7471080901890055]
[-0.4351628028328048, 0.7462383703460885]
[-0.43565434529821195, 0.7453676658053915]
[-0.4361441455986344, 0.7444959800488287]
[-0.4366322017753796, 0.7436233165622375]
[-0.43711851187672984, 0.7427496788353658]
[-0.43760307395794956, 0.7418750703618571]
[-0.4380858860812936, 0.7409994946392374]
[-0.4385669463160149, 0.7401229551689004]
[-0.439046252738372, 0.7392454554560934]
[-0.4395238034316369, 0.7383669990099045]
[-0.4399995964861028, 0.7374875893432469]
[-0.4404736299990917, 0.7366072299728462]
[-0.4409459020749615, 0.7357259244192256]
[-0.44141641082511457, 0.7348436762066922]
[-0.4418851543680044, 0.7339604888633227]
[-0.4423521308291435, 0.7330763659209495]
[-0.44281733834111103, 0.732191310915146]
[-0.4432807750435601, 0.7313053273852131]
[-0.4437424390832251, 0.7304184188741653]
[-0.44420232861392916, 0.7295305889287153]
[-0.44466044179659187, 0.728641841099261]
[-0.44511677679923606, 0.7277521789398711]
[-0.44557133179699576, 0.72686160600827]
[-0.4460241049721229, 0.7259701258658248]
[-0.44647509451399503, 0.7250777420775302]
[-0.44692429861912225, 0.7241844582119947]
[-0.4473717154911546, 0.7232902778414265]
[-0.44781734334088913, 0.7223952045416183]
[-0.4482611803862774, 0.7214992418919336]
[-0.4487032248524319, 0.7206023934752929]
[-0.449143474971634, 0.7197046628781583]
[-0.44958192898334026, 0.7188060536905201]
[-0.4500185851341899, 0.7179065695058822]
[-0.4504534416780119, 0.7170062139212469]
[-0.45088649687583154, 0.7161049905371014]
[-0.45131774899587784, 0.715202902957404]
[-0.45174719631359, 0.7142999547895676]
[-0.45217483711162476, 0.7133961496444479]
[-0.45260066967986295, 0.7124914911363267]
[-0.45302469231541664, 0.7115859828828982]
[-0.45344690332263554, 0.7106796285052553]
[-0.453867301013114, 0.7097724316278746]
[-0.4542858837056979, 0.7088643958786014]
[-0.45470264972649105, 0.7079555248886358]
[-0.4551175974088621, 0.707045822292518]
[-0.4555307250934514, 0.7061352917281134]
[-0.4559420311281771, 0.705223936836599]
[-0.4563515138682422, 0.7043117612624481]
[-0.45675917167614094, 0.7033987686534153]
[-0.45716500292166545, 0.7024849626605236]
[-0.457569005981912, 0.7015703469380478]
[-0.45797117924128816, 0.7006549251435008]
[-0.4583715210915184, 0.6997387009376193]
[-0.458770029931651, 0.6988216779843487]
[-0.4591667041680645, 0.6979038599508285]
[-0.4595615422144738, 0.6969852505073779]
[-0.4599545424919367, 0.6960658533274808]
[-0.4603457034288602, 0.6951456720877709]
[-0.460735023461007, 0.6942247104680178]
[-0.46112250103150093, 0.6933029721511116]
[-0.4615081345908342, 0.6923804608230485]
[-0.46189192259687295, 0.6914571801729157]
[-0.4622738635148638, 0.6905331338928772]
[-0.46265395581743973, 0.6896083256781583]
[-0.46303219798462614, 0.6886827592270317]
[-0.46340858850384714, 0.687756438240802]
[-0.4637831258699314, 0.6868293664237914]
[-0.46415580858511857, 0.6859015474833245]
[-0.46452663515906484, 0.6849729851297132]
[-0.46489560410884884, 0.6840436830762429]
[-0.46526271395897795, 0.6831136450391566]
[-0.46562796324139405, 0.6821828747376409]
[-0.4659913504954792, 0.6812513758938108]
[-0.4663528742680618, 0.6803191522326937]
[-0.4667125331134222, 0.6793862074822163]
[-0.4670703255932984, 0.6784525453731893]
[-0.46742625027689216, 0.6775181696392911]
[-0.46778030574087426, 0.6765830840170547]
[-0.46813249056939044, 0.6756472922458515]
[-0.4684828033540673, 0.6747107980678766]
[-0.46883124269401727, 0.6737736052281343]
[-0.46917780719584495, 0.6728357174744228]
[-0.4695224954736522, 0.6718971385573193]
[-0.4698653061490438, 0.6709578722301648]
[-0.470206237851133, 0.6700179222490492]
[-0.47054528921654715, 0.6690772923727961]
[-0.4708824588894328, 0.6681359863629487]
[-0.4712177455214614, 0.6671940079837531]
[-0.47155114777183454, 0.6662513610021448]
[-0.4718826643072893, 0.6653080491877333]
[-0.47221229380210417, 0.6643640763127856]
[-0.47254003493810326, 0.6634194461522133]
[-0.47286588640466237, 0.6624741624835561]
[-0.47318984689871396, 0.6615282290869668]
[-0.47351191512475255, 0.660581649745197]
[-0.4738320897948396, 0.6596344282435812]
[-0.47415036962860896, 0.6586865683700214]
[-0.4744667533532718, 0.6577380739149732]
[-0.4747812397036218, 0.6567889486714291]
[-0.47509382742204004, 0.6558391964349048]
[-0.4754045152585003, 0.6548888210034227]
[-0.4757133019705738, 0.6539378261774981]
[-0.4760201863234345, 0.6529862157601223]
[-0.47632516708986355, 0.6520339935567487]
[-0.47662824305025464, 0.6510811633752779]
[-0.47692941299261854, 0.6501277290260407]
[-0.47722867571258837, 0.6491736943217844]
[-0.47752603001342386, 0.6482190630776575]
[-0.4778214747060167, 0.6472638391111933]
[-0.47811500860889494, 0.6463080262422958]
[-0.4784066305482277, 0.645351628293224]
[-0.4786963393578301, 0.6443946490885766]
[-0.4789841338791677, 0.6434370924552765]
[-0.4792700129613613, 0.6424789622225561]
[-0.47955397546119144, 0.6415202622219411]
[-0.479836020243103, 0.6405609962872361]
[-0.4801161461792098, 0.6396011682545089]
[-0.4803943521492988, 0.6386407819620745]
[-0.4806706370408352, 0.6376798412504813]
[-0.4809449997489662, 0.6367183499624937]
[-0.481217439176526, 0.6357563119430787]
[-0.48148795423403973, 0.6347937310393894]
[-0.4817565438397281, 0.6338306111007498]
[-0.48202320691951156, 0.6328669559786394]
[-0.48228794240701467, 0.6319027695266787]
[-0.4825507492435705, 0.630938055600611]
[-0.48281162637822456, 0.6299728180582913]
[-0.4830705727677392, 0.6290070607596668]
[-0.48332758737659776, 0.6280407875667643]
[-0.4835826691770087, 0.6270740023436727]
[-0.48383581714890966, 0.6261067089565294]
[-0.4840870302799717, 0.6251389112735033]
[-0.4843363075656032, 0.62417061316478]
[-0.48458364800895376, 0.6232018185025465]
[-0.4848290506209185, 0.6222325311609754]
[-0.4850725144201418, 0.6212627550162096]
[-0.4853140384330213, 0.620292493946347]
[-0.48555362169371175, 0.6193217518314236]
[-0.4857912632441289, 0.6183505325534002]
[-0.48602696213395336, 0.6173788399961453]
[-0.4862607174206342, 0.6164066780454203]
[-0.48649252816939315, 0.6154340505888631]
[-0.4867223934532278, 0.614460961515974]
[-0.48695031235291586, 0.6134874147180983]
[-0.4871762839570184, 0.6125134140884125]
[-0.48740030736188356, 0.6115389635219077]
[-0.48762238167165034, 0.6105640669153741]
[-0.4878425059982522, 0.6095887281673863]
[-0.4880606794614204, 0.6086129511782857]
[-0.4882769011886876, 0.6076367398501674]
[-0.48849117031539147, 0.6066600980868628]
[-0.488703485984678, 0.605683029793925]
[-0.4889138473475049, 0.6047055388786126]
[-0.48912225356264527, 0.6037276292498741]
[-0.48932870379669063, 0.6027493048183322]
[-0.48953319722405453, 0.6017705694962692]
[-0.48973573302697543, 0.6007914271976097]
[-0.48993631039552055, 0.5998118818379063]
[-0.4901349285275886, 0.5988319373343232]
[-0.4903315866289134, 0.5978515976056212]
[-0.49052628391306674, 0.5968708665721404]
[-0.4907190196014617, 0.595889748155787]
[-0.4909097929233556, 0.5949082462800156]
[-0.4910986031158533, 0.5939263648698149]
[-0.49128544942391006, 0.5929441078516908]
[-0.4914703311003347, 0.591961479153651]
[-0.4916532474057925, 0.5909784827051902]
[-0.4918341976088082, 0.5899951224372733]
[-0.49201318098576885, 0.5890114022823202]
[-0.49219019682092685, 0.5880273261741902]
